Time_s,Current_A,CurrentForModel_A,CoilForce_N,CoilForceForModel_N,WeightLoad_N,NetForce_N,Displacement_mm,DisplacementForModel_mm
0.0448,0.2,0.2,0.0091,0.008660659999999999,0.025637,-0.016537,6.68703186908559,6.682678432413721
0.0456,0.2,0.2,0.0083834,0.00843896,0.025637,-0.0172536,6.76021335737718,6.754513083130274
0.0464,0.2,0.2,0.0077322,0.00778412,0.025637,-0.0179048,6.82668688614433,6.821325311536766
0.0472,0.2,0.2,0.0071295,0.007178220000000001,0.025637,-0.0185075,6.88813194379194,6.88311921713804
0.048,0.2,0.2,0.0065755,0.00662456,0.025637,-0.019061500000000002,6.94456250128479,6.93957259398236
0.0488,0.2,0.2,0.0060705,0.0063502,0.025637,-0.0195665,6.99600139709196,6.99136903277512
0.0496,0.2,0.2,0.0056151,0.00651234,0.025637,-0.020021900000000002,7.04248024159878,7.0383268062034805
0.0504,0.2,0.2,0.0063604,0.00672118,0.025637,-0.019276599999999998,7.085669080108126,7.080598491580768
0.0512,0.2,0.2,0.0079402,0.0069742,0.025637,-0.0176968,7.12292081093374,7.118619694866689
0.052,0.2,0.2,0.0076197,0.0072732000000000005,0.025637,-0.0180173,7.15592092817124,7.152271343336193
0.0528,0.2,0.2,0.0073356,0.007386319999999999,0.025637,-0.0183014,7.18610741352156,7.181394263234128
0.0536,0.2,0.2,0.0071101,0.00715438,0.025637,-0.0185269,7.2107384839463,7.206372397681062
0.0544,0.2,0.2,0.006926,0.0069624199999999995,0.025637,-0.018711,7.2312836795978,7.227526828131488
0.0552,0.2,0.2,0.0067805,0.006809419999999999,0.025637,-0.018856499999999998,7.24781148316841,7.244723563784071
0.056,0.2,0.2,0.0066599,0.006690119999999999,0.025637,-0.0189771,7.26169308042337,7.258331314265446
0.0568,0.2,0.2,0.0065706,0.006602620000000001,0.025637,-0.0190664,7.27209109178447,7.26842061237118
0.0576,0.2,0.2,0.0065136,0.006545479999999999,0.025637,-0.0191234,7.27877723635318,7.275058430912958
0.0584,0.2,0.2,0.0064885,0.006519860000000001,0.025637,-0.0191485,7.28173017012647,7.278052977531526
0.0592,0.2,0.2,0.0064948,0.006525539999999999,0.025637,-0.019142199999999998,7.2810005758773,7.277397679369846
0.06,0.2,0.2,0.0065318,0.0065620800000000005,0.025637,-0.0191052,7.27666581351621,7.273150589088928
0.0608,0.2,0.2,0.006599,0.00662912,0.025637,-0.019038,7.26881460097607,7.265393859789363
0.0616,0.2,0.2,0.0066963,0.00672644,0.025637,-0.0189407,7.25754178494859,7.254220073884002
0.0624,0.2,0.2,0.0068237,0.00685412,0.025637,-0.018813299999999998,7.24294652362864,7.239727599686619
0.0632,0.2,0.2,0.0069814,0.00701248,0.025637,-0.0186556,7.2251316463505,7.222019005317352
0.064,0.2,0.2,0.0071702,0.0072021,0.025637,-0.0184668,7.20420344252929,7.201200530313966
0.0648,0.2,0.2,0.0073908,0.0074237999999999995,0.025637,-0.0182462,7.18027162912974,7.177381943909713
0.0656,0.2,0.2,0.0076444,0.0076786599999999995,0.025637,-0.0179926,7.15344940993166,7.150676561663174
0.0664,0.2,0.2,0.0079322,0.00796788,0.025637,-0.0177048,7.12385359160737,7.121201337414099
0.0672,0.2,0.2,0.0082557,0.008292780000000001,0.025637,-0.017381300000000002,7.09160473511781,7.089076992670192
0.068,0.2,0.2,0.0086163,0.0086546,0.025637,-0.0170207,7.05682732128392,7.054428156876604
0.0688,0.2,0.2,0.0090153,0.00905438,0.025637,-0.0166217,7.0196499054102,7.017383492213957
0.0696,0.2,0.2,0.0094535,0.00949284,0.025637,-0.0161835,6.98020523096372,6.97807577369488
0.0704,0.2,0.2,0.0099311,0.00996998,0.025637,-0.015705900000000002,6.93863026829414,6.936641892696384
0.0712,0.2,0.2,0.010448,0.01048512,0.025637,-0.015189,6.89506614252242,6.893222751464771
0.072,0.2,0.2,0.011002,0.01103682,0.025637,-0.014635,6.84965791629144,6.847963018822069
0.0728,0.2,0.2,0.011591,0.011622400000000001,0.025637,-0.014046,6.80255419925213,6.801010724161836
0.0736,0.2,0.2,0.012212,0.012238200000000001,0.025637,-0.013425,6.75390656775022,6.752516678113653
0.0744,0.2,0.2,0.012859,0.0128798,0.025637,-0.012778,6.70386879499297,6.702633723309577
0.0752,0.2,0.2,0.013527,0.013541799999999998,0.025637,-0.01211,6.65259591228151,6.651515835702634
0.076,0.2,0.2,0.01421,0.0142182,0.025637,-0.011427,6.60024314227106,6.599317113100182
0.0768,0.2,0.2,0.014901,0.0147088,0.025637,-0.010736,6.54696476121741,6.546190699850274
0.0776,0.2,0.2,0.015594,0.014221000000000001,0.025637,-0.010043,6.49291295473796,6.492033344397484
0.0784,0.2,0.2,0.015312,0.013736599999999998,0.025637,-0.010325,6.43823672874343,6.436806206980526
0.0792,0.2,0.2,0.011088,0.0132628,0.025637,-0.014549,6.38180913501756,6.38053969730673
0.08,0.2,0.2,0.011788,0.012809400000000002,0.025637,-0.013849,6.32410745518627,6.323125420706704
0.0808,0.2,0.2,0.012532,0.012579799999999999,0.025637,-0.013105,6.26563221284843,6.264538287645154
0.0816,0.2,0.2,0.013327,0.013369999999999998,0.025637,-0.01231,6.20584157173783,6.2050149183255074
0.0824,0.2,0.2,0.014164,0.0142012,0.025637,-0.011473,6.14530106343568,6.144733098126094
0.0832,0.2,0.2,0.015039,0.0150692,0.025637,-0.010598,6.08419228841933,6.083807115140617
0.084,0.2,0.2,0.015944,0.0159664,0.025637,-0.009693,6.0226983541892,6.022495875015018
0.0848,0.2,0.2,0.016872,0.0166736,0.025637,-0.008764999999999998,5.96100229792105,5.960980724112238
0.0856,0.2,0.2,0.017813,0.016676200000000002,0.025637,-0.007824000000000001,5.89928537110983,5.899266938329111
0.0864,0.2,0.2,0.0177,0.016679199999999998,0.025637,-0.007937,5.83772530892178,5.837359751030138
0.0872,0.2,0.2,0.015052,0.016682400000000003,0.025637,-0.010585,5.7756233595037,5.775268082203272
0.088,0.2,0.2,0.015959,0.016687,0.025637,-0.009677999999999999,5.71316241769433,5.71298172954336
0.0888,0.2,0.2,0.016888,0.016906200000000003,0.025637,-0.008749,5.65054395378672,5.650506662528924
0.0896,0.2,0.2,0.017836,0.0178482,0.025637,-0.007800999999999999,5.58785360781027,5.588023960041609
0.0904,0.2,0.2,0.018796,0.018802000000000003,0.025637,-0.006841,5.5253499738496,5.525712653298158
0.0912,0.2,0.2,0.019762,0.019762,0.025637,-0.005875000000000002,5.46320984706712,5.46374497222868
0.092,0.2,0.2,0.020728,0.020722200000000003,0.025637,-0.004909,5.40160588397708,5.4023082855881
0.0928,0.2,0.2,0.021688,0.021676599999999997,0.025637,-0.003949000000000001,5.34070554843933,5.341569128756534
0.0936,0.2,0.2,0.022637,0.0223175,0.025637,-0.002999999999999999,5.28067017460737,5.281688061095487
0.0944,0.2,0.2,0.023568,0.022220499999999997,0.025637,-0.0020690000000000014,5.22165418969177,5.222626761040143
0.0952,0.2,0.2,0.0229665,0.0221183,0.025637,-0.0026704999999999993,5.163804508761885,5.164346843173507
0.096,0.2,0.2,0.020243,0.0220171,0.025637,-0.0053939999999999995,5.10629938370036,5.106758482420259
0.0968,0.2,0.2,0.021177,0.021921100000000002,0.025637,-0.004459999999999999,5.04930595910615,5.049868065376579
0.0976,0.2,0.2,0.022131,0.022137,0.025637,-0.0035059999999999987,4.99272837084113,4.993642997530446
0.0984,0.2,0.2,0.023088,0.023088200000000003,0.025637,-0.002548999999999999,4.93720210447337,4.938246039419104
0.0992,0.2,0.2,0.024046,0.0240404,0.025637,-0.0015909999999999987,4.88267916953122,4.883836325071896
0.1,0.2,0.2,0.024999,0.024986,0.025637,-0.0006379999999999997,4.82931459314365,4.830620564823041
0.1008,0.2,0.2,0.025938,0.025919599999999998,0.025637,0.0003009999999999992,4.77725738737011,4.778705213134527
0.1016,0.2,0.2,0.026859,0.026835199999999997,0.025637,0.0012220000000000009,4.72664956959686,4.728231472991785
0.1024,0.2,0.2,0.027756,0.0277276,0.025637,0.0021189999999999994,4.6776253460308,4.679332906535549
0.1032,0.2,0.2,0.028624,0.028592600000000003,0.025637,0.002987,4.63031046881751,4.632134787057412
0.104,0.2,0.2,0.029461,0.029251199999999998,0.025637,0.003824000000000001,4.58482176086247,4.5867536064900865
0.1048,0.2,0.2,0.030263,0.0290122,0.025637,0.004626000000000002,4.54126678997942,4.543101964556802
0.1056,0.2,0.2,0.030151999999999998,0.0287572,0.025637,0.004514999999999998,4.49974366676023,4.501091480051867
0.1064,0.2,0.2,0.026561,0.0284918,0.025637,0.0009240000000000012,4.45936713636438,4.460536450751278
0.1072,0.2,0.2,0.027349,0.0282182,0.025637,0.0017119999999999982,4.42025804629284,4.421439128929459
0.108,0.2,0.2,0.028134,0.028115,0.025637,0.0024969999999999992,4.38204661435952,4.383713148039648
0.1088,0.2,0.2,0.028895,0.0288734,0.025637,0.0032580000000000005,4.34578018087032,4.3474685738236545
0.1096,0.2,0.2,0.029636,0.0296118,0.025637,0.003998999999999999,4.31111376231118,4.312809175518032
0.1104,0.2,0.2,0.030353,0.0303246,0.025637,0.0047160000000000014,4.27814426528441,4.2799289310846165
0.1112,0.2,0.2,0.031041,0.0310094,0.025637,0.005403999999999999,4.24696105476473,4.248826881320548
0.112,0.2,0.2,0.031698,0.0316624,0.025637,0.006060999999999997,4.21764539219244,4.219583786974434
0.1128,0.2,0.2,0.032319,0.0322798,0.025637,0.0066820000000000004,4.19026993204998,4.192271873106002
0.1136,0.2,0.2,0.032901,0.0328586,0.025637,0.007264,4.16489829058061,4.166954407128424
0.1144,0.2,0.2,0.03344,0.033395799999999996,0.025637,0.0078029999999999974,4.14158469594225,4.14368535414507
0.1152,0.2,0.2,0.033935,0.033888600000000005,0.025637,0.008298,4.12037372487684,4.122509115144842
0.116,0.2,0.2,0.034384,0.034335,0.025637,0.008746999999999998,4.10130012727567,4.103460350134904
0.1168,0.2,0.2,0.034783,0.0347334,0.025637,0.009146000000000001,4.08438873704884,4.086563885393064
0.1176,0.2,0.2,0.035133,0.0350824,0.025637,0.009495999999999997,4.06965446553092,4.071834701811688
0.1184,0.2,0.2,0.035432,0.035381,0.025637,0.009794999999999998,4.05710237223305,4.059277999777592
0.1192,0.2,0.2,0.03568,0.035629,0.025637,0.010043000000000003,4.04672780696996,4.04888933511253
0.12,0.2,0.2,0.035877,0.035826000000000004,0.025637,0.010239999999999999,4.03851661710519,4.040654820172452
0.1208,0.2,0.2,0.036023,0.035972199999999996,0.025637,0.010386,4.03244541372353,4.034551384143722
0.1216,0.2,0.2,0.036118,0.036068199999999995,0.025637,0.010480999999999997,4.02848189083053,4.03054708676199
0.1224,0.2,0.2,0.036163,0.0361148,0.025637,0.010526,4.0265851920894,4.028601480012663
0.1232,0.2,0.2,0.03616,0.0361132,0.025637,0.010522999999999998,4.0267063200613,4.028666012770806
0.124,0.2,0.2,0.03611,0.0360646,0.025637,0.010473000000000003,4.02878858335855,4.030684473742906
0.1248,0.2,0.2,0.036015,0.035970800000000004,0.025637,0.010377999999999998,4.03276807751425,4.0345934684409865
0.1256,0.2,0.2,0.035875,0.0358336,0.025637,0.010237999999999997,4.03857419569103,4.04032292622194
0.1264,0.2,0.2,0.035694,0.0356548,0.025637,0.010056999999999996,4.0461301655798,4.04779663364312
0.1272,0.2,0.2,0.035474,0.0354388,0.025637,0.009836999999999999,4.05535360896607,4.056837782003184
0.128,0.2,0.2,0.035216,0.0351886,0.025637,0.009578999999999997,4.06615712046445,4.067340182176572
0.1288,0.2,0.2,0.034935,0.034906599999999996,0.025637,0.009298,4.07797381931457,4.079219466811352
0.1296,0.2,0.2,0.034624,0.034594799999999995,0.025637,0.008987000000000002,4.09108619655797,4.092396822363064
0.1304,0.2,0.2,0.034284,0.0342556,0.025637,0.008647000000000002,4.1055265887537,4.1067937389100235
0.1312,0.2,0.2,0.033915,0.033889,0.025637,0.008278,4.12124038672463,4.122425499230791
0.132,0.2,0.2,0.03352,0.033497200000000005,0.025637,0.007883000000000001,4.13814170319925,4.139230282532805
0.1328,0.2,0.2,0.033102,0.033082600000000004,0.025637,0.007464999999999999,4.1561326209184,4.157118722569559
0.1336,0.2,0.2,0.032665,0.0326482,0.025637,0.0070279999999999995,4.17511011306804,4.175991089103348
0.1344,0.2,0.2,0.032211,0.0321972,0.025637,0.0065739999999999965,4.19496878893748,4.1957435023938725
0.1352,0.2,0.2,0.031743,0.0317326,0.025637,0.006106,4.21560221939357,4.216270427997676
0.136,0.2,0.2,0.031265,0.03125699999999999,0.025637,0.005628000000000001,4.23690376965187,4.237465900988444
0.1368,0.2,0.2,0.030779,0.0307736,0.025637,0.005142000000000001,4.25876724893742,4.259224304313145
0.1376,0.2,0.2,0.030287,0.0302852,0.025637,0.004650000000000001,4.28108747802188,4.281440976643344
0.1384,0.2,0.2,0.029794,0.0297942,0.025637,0.004157000000000001,4.30376080556099,4.304012739717156
0.1392,0.2,0.2,0.029301,0.0293032,0.025637,0.0036640000000000006,4.32668558104456,4.326838373041734
0.14,0.2,0.2,0.02881,0.028814799999999995,0.025637,0.0031729999999999987,4.34976258502093,4.349819043454138
0.1408,0.2,0.2,0.028324,0.0283308,0.025637,0.0026869999999999984,4.37289541556031,4.372858690832138
0.1416,0.2,0.2,0.027845,0.0278532,0.025637,0.0022080000000000016,4.3959908300839,4.395864369843532
0.1424,0.2,0.2,0.027374,0.027384,0.025637,0.001736999999999999,4.41895904245099,4.418746547821472
0.1432,0.2,0.2,0.026913,0.026924800000000006,0.025637,0.0012759999999999994,4.44171397610153,4.4414193595375
0.144,0.2,0.2,0.026464,0.0264768,0.025637,0.0008270000000000013,4.46417347491063,4.46380082040824
0.1448,0.2,0.2,0.026028,0.026041199999999997,0.025637,0.000390999999999999,4.48625947414045,4.485813000359656
0.1456,0.2,0.2,0.025605,0.025619199999999998,0.025637,-3.200000000000078e-05,4.5078981344376,4.50738216112134
0.1464,0.2,0.2,0.025196,0.0252118,0.025637,-0.0004410000000000004,4.52901994220807,4.5284388601100165
0.1472,0.2,0.2,0.024803,0.0248194,0.025637,-0.0008340000000000014,4.54955977990995,4.54891802428454
0.148,0.2,0.2,0.024427,0.024443,0.025637,-0.0012099999999999993,4.56945696985401,4.56875899742502
0.1488,0.2,0.2,0.024066,0.0240832,0.025637,-0.0015709999999999995,4.58865529501307,4.587905564225088
0.1496,0.2,0.2,0.023723,0.023740400000000002,0.025637,-0.001913999999999999,4.60710300014,4.6063059544120915
0.1504,0.2,0.2,0.023397,0.0234146,0.025637,-0.002239999999999999,4.62475277620841,4.623912829850022
0.1512,0.2,0.2,0.023089,0.0231068,0.025637,-0.0025480000000000017,4.64156173084497,4.640683257259917
0.152,0.2,0.2,0.022798,0.0228168,0.025637,-0.0028390000000000012,4.65749134704366,4.656578668836442
0.1528,0.2,0.2,0.022527,0.022545,0.025637,-0.0031100000000000017,4.67250743206254,4.671564812669224
0.1536,0.2,0.2,0.022273,0.022291599999999998,0.025637,-0.003363999999999999,4.68658005802263,4.685611694513014
0.1544,0.2,0.2,0.022038,0.022056799999999998,0.025637,-0.0035990000000000015,4.69968349537232,4.698693512108136
0.1552,0.2,0.2,0.021822,0.0218404,0.025637,-0.003814999999999999,4.71179614006392,4.710788582944578
0.156,0.2,0.2,0.021624,0.0216428,0.025637,-0.004012999999999999,4.72290043501927,4.721879266098748
0.1568,0.2,0.2,0.021445,0.021464,0.025637,-0.004192000000000001,4.73298278624475,4.731951878556783
0.1576,0.2,0.2,0.021285,0.0213038,0.025637,-0.004352000000000002,4.74203347379348,4.740996606273662
0.1584,0.2,0.2,0.021144,0.0211622,0.025637,-0.0044930000000000005,4.7500465576625,4.749007410102012
0.1592,0.2,0.2,0.021021,0.0210392,0.025637,-0.004615999999999999,4.75701977864831,4.755981926653834
0.16,0.2,0.2,0.020916,0.020934600000000005,0.025637,-0.0047209999999999995,4.76295445416102,4.761921364126456
0.1608,0.2,0.2,0.02083,0.0208482,0.025637,-0.004806999999999999,4.76785536900386,4.766830393123202
0.1616,0.2,0.2,0.020762,0.02078,0.025637,-0.004875000000000001,4.77173066115659,4.77071703252238
0.1624,0.2,0.2,0.020712,0.020729599999999997,0.025637,-0.004924999999999999,4.77459170264623,4.773592530487365
0.1632,0.2,0.2,0.02068,0.020696799999999998,0.025637,-0.004957,4.7764529756442,4.775471240759812
0.164,0.2,0.2,0.020664,0.0206812,0.025637,-0.004973000000000002,4.77733194398594,4.776370494431478
0.1648,0.2,0.2,0.020666,0.0206824,0.025637,-0.004971,4.7772489203661,4.776310467443868
0.1656,0.2,0.2,0.020684,0.020699799999999997,0.025637,-0.004952999999999999,4.77622692951492,4.775314044115426
0.1664,0.2,0.2,0.020718,0.0207334,0.025637,-0.004919,4.77429156770818,4.773406677041356
0.1672,0.2,0.2,0.020767,0.0207824,0.025637,-0.004869999999999999,4.77147085900199,4.770616243749654
0.168,0.2,0.2,0.020832,0.020846399999999998,0.025637,-0.004805,4.76779510861559,4.7669729005276675
0.1688,0.2,0.2,0.020911,0.0209248,0.025637,-0.004726000000000001,4.76329675390759,4.762508933855862
0.1696,0.2,0.2,0.021004,0.0210172,0.025637,-0.004633000000000002,4.75801021340499,4.757258609899038
0.1704,0.2,0.2,0.02111,0.0211228,0.025637,-0.004527,4.75197173434915,4.751258022509706
0.1712,0.2,0.2,0.021229,0.0212412,0.025637,-0.004407999999999999,4.74521923921787,4.744544940193574
0.172,0.2,0.2,0.02136,0.021371800000000003,0.025637,-0.0042769999999999996,4.73779217166893,4.73715865247334
0.1728,0.2,0.2,0.021503,0.021514,0.025637,-0.004133999999999999,4.72973134232693,4.729139816064358
0.1736,0.2,0.2,0.021657,0.021667,0.025637,-0.003980000000000001,4.72107877480382,4.720530301245162
0.1744,0.2,0.2,0.021821,0.0218302,0.025637,-0.003816,4.71187755230424,4.71137303876828
0.1752,0.2,0.2,0.021994,0.0220028,0.025637,-0.0036430000000000004,4.70217166512189,4.701711867613828
0.176,0.2,0.2,0.022176,0.022184199999999998,0.025637,-0.003460999999999999,4.69200585928452,4.6915913838420975
0.1768,0.2,0.2,0.022366,0.0223736,0.025637,-0.0032709999999999996,4.68142548655467,4.6810567907539085
0.1776,0.2,0.2,0.022564,0.0225704,0.025637,-0.0030729999999999993,4.67047635594517,4.670153750521594
0.1784,0.2,0.2,0.022768,0.0227738,0.025637,-0.002869,4.65920458686329,4.658928237411557
0.1792,0.2,0.2,0.022978,0.022983200000000002,0.025637,-0.0026590000000000016,4.64765646396032,4.64742639268406
0.18,0.2,0.2,0.023193,0.0231976,0.025637,-0.0024440000000000017,4.63587829373433,4.6356943812293645
0.1808,0.2,0.2,0.023413,0.023416399999999997,0.025637,-0.0022240000000000003,4.62391626291719,4.623778249983209
0.1816,0.2,0.2,0.023636,0.023638799999999998,0.025637,-0.0020009999999999993,4.61181629867169,4.61172378816047
0.1824,0.2,0.2,0.023862,0.023864200000000002,0.025637,-0.0017749999999999988,4.59962393063252,4.599576389353691
0.1832,0.2,0.2,0.02409,0.0240916,0.025637,-0.0015469999999999998,4.58738415484662,4.587380915563514
0.184,0.2,0.2,0.02432,0.0243204,0.025637,-0.0013169999999999987,4.57514129970044,4.575181563259536
0.1848,0.2,0.2,0.02455,0.0245498,0.025637,-0.0010870000000000012,4.5629388939663,4.56302173161207
0.1856,0.2,0.2,0.02478,0.024779000000000002,0.025637,-0.0008570000000000001,4.5508195371518,4.550943893085142
0.1864,0.2,0.2,0.025009,0.025007,0.025637,-0.0006280000000000001,4.53882477239519,4.538989466637332
0.1872,0.2,0.2,0.025236,0.0252332,0.025637,-0.0004009999999999986,4.52699496221198,4.527198693836578
0.188,0.2,0.2,0.02546,0.0254568,0.025637,-0.00017700000000000007,4.51536916746139,4.515610518255596
0.1888,0.2,0.2,0.025681,0.025677,0.025637,4.39999999999989e-05,4.50398502996253,4.504262468573244
0.1896,0.2,0.2,0.025898,0.025893199999999998,0.025637,0.0002610000000000008,4.49287865924689,4.493190545861294
0.1904,0.2,0.2,0.02611,0.0261046,0.025637,0.0004730000000000012,4.48208452398343,4.482429115583377
0.1912,0.2,0.2,0.026317,0.0263104,0.025637,0.00068,4.47163534865223,4.472010804871114
0.192,0.2,0.2,0.026517,0.0265098,0.025637,0.0008799999999999988,4.46156201607181,4.46196640566979
0.1928,0.2,0.2,0.02671,0.0267022,0.025637,0.001073000000000001,4.45189347640121,4.452324784361162
0.1936,0.2,0.2,0.026895,0.0268868,0.025637,0.0012579999999999987,4.44265666324027,4.443112798473006
0.1944,0.2,0.2,0.027072,0.0270632,0.025637,0.0014349999999999988,4.43387641744029,4.434355221073666
0.1952,0.2,0.2,0.02724,0.0272308,0.025637,0.0016030000000000003,4.42557541921145,4.4260746734248855
0.196,0.2,0.2,0.027399,0.027389000000000004,0.025637,0.0017619999999999997,4.41777412907511,4.418291566428458
0.1968,0.2,0.2,0.027548,0.0275372,0.025637,0.0019109999999999995,4.41049073815731,4.411024051352336
0.1976,0.2,0.2,0.027686,0.0276752,0.025637,0.0020489999999999987,4.40374112825813,4.40428798026131
0.1984,0.2,0.2,0.027813,0.027802399999999998,0.025637,0.002176000000000001,4.39753884205968,4.398096876507451
0.1992,0.2,0.2,0.02793,0.0279184,0.025637,0.002293,4.39189506375632,4.392461915558262
0.2,0.2,0.2,0.028035,0.028023200000000005,0.025637,0.002398000000000001,4.38681861030582,4.387391916357324
0.2008,0.2,0.2,0.028128,0.028116600000000002,0.025637,0.002491,4.38231593341136,4.382893343325415
