Evaluation,Kind,Output,Unit,Samples,MSE,RMSE,MAE,MaxAbsError,SignalRange,NRMSE_percent,R2,Fit_percent,ReferenceIsFlat,RMSE_physics_only,R2_physics_only,NetworkHelps
ALL_internal_test_blocks,internal_test_pooled,Displacement,mm,5604,0.0005330974185712203,0.023088902498196406,0.013941652935903128,0.11311310529708862,4.329499959945679,0.533292590641024,0.9991191426506693,97.03207589495496,False,0.06911374294981762,0.9921072594034895,True
ALL_internal_test_blocks,internal_test_pooled,Lorentz force,N,5604,1.2918974420066703e-07,0.00035942974863061494,0.00017484160323629288,0.00263427197933197,0.0537129994481802,0.6691671519431269,0.9991573565625953,97.09716787015722,False,0.0007818433885106056,0.9960129164131772,True
Load3_DCSine_200mA_1.6s,pure_test,Displacement,mm,1601,0.01641279495015603,0.12811243089628746,0.10453564347448328,0.35620659589767456,0.7932109832763672,16.151116613024897,0.08711119410464363,4.4547852639727274,False,0.13012133534882206,0.058257086400816505,True
Load3_DCSine_200mA_1.6s,pure_test,Lorentz force,N,1601,3.3070970041299863e-06,0.0018185425494417187,0.0014300166469137167,0.007266119122505188,0.19745122449239716,0.921008494182188,0.9992745021881424,97.30649334165005,False,0.001814637772819221,0.9992776144227018,False
Load3_Step_200mA_1.6s,pure_test,Displacement,mm,1601,0.037760011961561354,0.19431935560196095,0.18155343359056705,0.41829684376716614,1.4572499692440033,13.334661842729052,-0.5229345295313392,-23.407233561543684,False,0.19817439311084575,-0.5839599053226279,True
Load3_Step_200mA_1.6s,pure_test,Lorentz force,N,1601,5.587348629681997e-06,0.0023637573119256548,0.002295299333413005,0.005221076309680939,0.0976483882454886,2.42068236291126,0.740673780666721,49.075917354037756,False,0.0023539964731007475,0.7428110687846821,False
Load3_Sine_200mA_1.6s,pure_test,Displacement,mm,1601,0.8633134075695316,0.929146601763969,0.6418312481203635,3.892008066177368,8.604399605827311,10.798505931020527,0.003163604551262633,0.15830553076848775,False,0.9316615915690087,-0.002240120444071403,True
Load3_Sine_200mA_1.6s,pure_test,Lorentz force,N,1601,4.970138467253587e-05,0.0070499208983176445,0.004408677875033215,0.04741010069847107,0.18601800501346588,3.7899131849130945,0.8106279465635575,56.48310058880086,False,0.007048921501603201,0.8106816335186734,False
Load3_ZeroInput_1.6s,pure_test,Displacement,mm,1601,0.8251874164078898,0.9083982697076706,0.602667176482671,3.88169264793396,8.569999619512217,10.599746908266193,-0.0105149782495082,-0.5243740716403433,False,0.9107388572602295,-0.0157290918282873,True
Load3_ZeroInput_1.6s,pure_test,Lorentz force,N,1601,3.446185795262868e-10,1.8563905287581242e-05,1.0912138444345192e-05,0.00024586804192949785,0.000342819002980832,,,,True,1.708798140199009e-05,,False
Load2_DCChirp_147mA_31Hz_7s,pure_test,Displacement,mm,7001,0.002156723066581435,0.046440532582878884,0.030956074529038903,0.21677899360656738,2.7075500190258026,1.7152234402520308,0.9850313006340865,87.76533638962087,False,0.0938333788486268,0.9388911102922713,True
Load2_DCChirp_147mA_31Hz_7s,pure_test,Lorentz force,N,7001,6.664844399552668e-07,0.0008163849826860283,0.0005999820591612525,0.004919696599245071,0.07994480853085406,1.0211857376216633,0.9872692624440926,88.7169429869794,False,0.0010562405694871512,0.9786897159052859,True
Load2_Step_150mA_0.8s,pure_test,Displacement,mm,801,0.00839753816150808,0.09163808248489315,0.07529652621990461,0.23811888694763184,2.299999952316284,3.984264538466893,0.9219396568362281,72.06071884178624,False,0.09712744505594811,0.9123075104784942,True
Load2_Step_150mA_0.8s,pure_test,Lorentz force,N,801,1.79212582983102e-06,0.001338703040196376,0.0008603671148626964,0.00393318384885788,0.07252966254009152,1.8457317920876775,0.9391416320501581,75.33051116260374,False,0.001435788094535671,0.929994445805961,True
Load2_ZeroInput_0.8s,pure_test,Displacement,mm,801,0.0009351135385294617,0.03057962619996297,0.025834409548845895,0.07468771934509277,4.3404002001356226,0.7045347154625847,0.9965624470910314,94.1369351794743,False,0.02933198283886483,0.9968372279584181,False
Load2_ZeroInput_0.8s,pure_test,Lorentz force,N,801,4.1329648106338436e-08,0.000203296945639472,0.00014682490289743733,0.0013014941164328775,0.00040909000381361693,,,,True,4.935694230293712e-05,,False
